cities,population
Pouffonds,706646
Pougnadoresse,1889491
Pougne-Hérisson,969672
Pougny,1933086
Pougny,1592524
Pougues-les-Eaux,1838935
Pougy,1539786
Pouillac,739087
Pouillat,2553705
Pouillé,721891
Pouillé,1884035
Pouillé,928613
Pouillé-les-Côteaux,223010
Pouillenay,1117176
Pouilley-Français,781540
Pouilley-les-Vignes,1943235
Pouillon,2200362
Pouillon,2451371
Pouilloux,904686
Pouilly,1158647
Pouilly,2651955
Pouilly-en-Auxois,596198
Pouilly-le-Monial,335602
Pouilly-lès-Feurs,2000475
Pouilly-les-Nonains,1241631
Pouilly-sous-Charlieu,2186627
Pouilly-sur-Loire,1226198
Pouilly-sur-Meuse,168539
Pouilly-sur-Saône,118511
Pouilly-sur-Serre,762837
Pouilly-sur-Vingeanne,2703876
Poujols,2071581
Poulaines,847879
Poulainville,1689113
Poulan-Pouzols,2429409
Poulangy,62016
Pouldergat,2770435
Pouldouran,435448
Pouldreuzic,782988
Poule-les-Écharmeaux,1317207
Pouliacq,651044
Pouligney-Lusans,470790
Pouligny-Notre-Dame,1630969
Pouligny-Saint-Martin,2298594
Pouligny-Saint-Pierre,612759
Poullan-sur-Mer,2641801
Poullaouen,2624740
Poullignac,1370843
Poulx,388881
Poumarous,589515
Poupas,2058857
Poupry,1025079
Pouques-Lormes,1646866
Pourcharesses,654016
Pourchères,1524321
Pourcieux,1338419
Pourcy,1401311
Pourlans,1828565
Pournoy-la-Chétive,726774
Pournoy-la-Grasse,2778457
Pourrain,1718696
Pourrières,2133237
Poursac,621384
Poursay-Garnaud,2089239
Poursiugues-Boucoue,344307
Pouru-aux-Bois,371865
Pouru-Saint-Remy,1028752
Poussan,540670
Poussanges,2798330
Poussay,2699563
Pousseaux,768234
Poussignac,2203215
Poussy-la-Campagne,761089
Pousthomy,2343481
Pouvrai,2143032
Pouxeux,1992910
Pouy,2633930
Pouy-de-Touges,2754257
Pouy-Loubrin,275229
Pouy-Roquelaure,1218569
Pouy-sur-Vannes,1182738
Pouyastruc,264209
Pouydesseaux,212206
Pouydraguin,2242112
Pouylebon,1237319
Pouzac,1080331
Pouzauges,2111202
Pouzay,2474285
Pouze,2075292
Pouzilhac,92754
Pouzol,1527854
Pouzolles,442477
Pouzols,953762
Pouzols-Minervois,2307931
Pouzy-Mésangy,121249
Poyanne,2150713
Poyans,407290
Poyartin,86157
Poyols,719342
Pozières,181603
Pradelle,50097
Pradelles,2690736
Pradelles,2629739
Pradelles-Cabardès,789791
Pradelles-en-Val,1233474
Pradère-les-Bourguets,2793450
Prades,894543
Prades,459386
Prades,854786
Prades,36497
Prades,1359415
Prades-d'Aubrac,2310484
Prades-le-Lez,2357600
Prades-Salars,74863
Prades-sur-Vernazobre,2684795
Pradettes,55189
Pradières,1478908
Pradiers,2079919
Pradinas,2097907
Pradines,2265162
Pradines,1762848
Pradines,1556109
Pradons,1242211
Prads-Haute-Bléone,74539
Prahecq,975055
Prailles,1420025
Pralognan-la-Vanoise,2641083
Prâlon,2450378
Pralong,2010429
Pranles,114264
Pranzac,1231642
Praslay,1718985
Praslin,1306987
Prasville,422638
Prat,2484708
Prat-Bonrepaux,1679751
Prato-di-Giovellina,26921
Prats-de-Carlux,2595508
Prats-de-Mollo-la-Preste,2133347
Prats-de-Sournia,811844
Prats-du-Périgord,657011
Pratviel,484812
Pratz,340210
Prauthoy,1495857
Pray,1765818
Praye,2599740
Prayols,529485
Prayssac,24692
Prayssas,2580993
Praz-sur-Arly,2672348
Pré-en-Pail,210696
Pré-Saint-Évroult,2221200
Pré-Saint-Martin,1933422
Préaux,756619
Préaux,815820
Préaux,1693415
Préaux,1627113
Préaux-Bocage,1550672
Préaux-du-Perche,1292438
Préaux-Saint-Sébastien,675577
Prébois,2749739
Précey,1349792
Préchac,1444595
Préchac,177152
Préchac,1804303
Préchac-sur-Adour,2386297
Préchacq-Josbaig,2474713
Préchacq-les-Bains,469351
Préchacq-Navarrenx,699546
Précieux,671370
Précigné,308473
Précilhon,1983250
Précorbin,730383
Précy,1343674
Précy-le-Sec,2160508
Précy-Notre-Dame,2075787
Précy-Saint-Martin,1659866
Précy-sous-Thil,496430
Précy-sur-Marne,913045
Précy-sur-Oise,2606387
Précy-sur-Vrin,400329
Prédefin,1420663
Préfailles,2344796
Préfontaines,2460288
Prégilbert,1481350
Préguillac,679834
Préhy,2278276
Preignac,1151823
Preignan,2671112
Preigney,1582576
Preixan,250137
Prémanon,373320
Premeaux-Prissey,1681318
Prémery,746771
Prémesques,1293967
Prémeyzel,1130671
Prémian,2003790
Premières,1443095
Prémierfait,1594568
Prémilhat,2676878
Prémillieu,722095
Prémont,452690
Prémontré,2519373
Prendeignes,844728
Préneron,246863
Prenois,660817
Prénouvellon,1103074
Prénovel,2033150
Prény,1349475
Préporché,2788065
Prépotin,2736171
Présailles,1660531
Préseau,1560937
Présentevillers,45752
Préserville,421847
Présilly,2315175
Présilly,736245
Presle,875867
Presles,608755
Presles,2086834
Presles,2782682
Presles-en-Brie,1754476
Presles-et-Boves,2255395
Presles-et-Thierny,986901
Presly,1324187
Presnoy,1074641
Pressac,999863
Pressagny-l'Orgueilleux,1606671
Pressiat,1921494
Pressignac,2465147
Pressignac-Vicq,214030
Pressigny,1181776
Pressigny,1561149
Pressigny-les-Pins,1677345
Pressins,818403
Pressy,2184312
Pressy-sous-Dondin,1806530
Pretin,2334572
Prétot-Sainte-Suzanne,2326087
Prétot-Vicquemare,2498941
Prêtreville,1544240
Préty,1342858
Pretz-en-Argonne,621006
Preuilly,1099454
Preuilly-la-Ville,1745967
Preuilly-sur-Claise,2403510
Preures,1811477
Preuschdorf,1534000
Preuseville,1000837
Preutin-Higny,691119
Preux-au-Bois,1669466
Preux-au-Sart,1093434
Préval,1752802
Prévelles,1685284
Prévenchères,2559111
Préveranges,1888504
Prévessin-Moëns,42230
Prévillers,222635
Prévinquières,268896
Prévocourt,1353536
Prey,163887
Prey,1720840
Preyssac-d'Excideuil,1128089
Prez,1949587
Prez-sous-Lafauche,1124389
Priaires,2357907
Priay,1869056
Priez,295862
Prignac,1013441
Prignac-en-Médoc,602726
Prignac-et-Marcamps,2596682
Prigonrieux,1297344
Primarette,2529804
Primelin,762290
Primelles,883650
Prin-Deyrançon,560255
Prinçay,1725064
Princé,32705
Pringy,2345785
Pringy,867791
Pringy,2040739
Prinquiau,815769
Prinsuéjols,804055
Printzheim,208972
Prisces,2340430
Prisches,2635251
Prissac,603001
Prissé,975469
Prissé-la-Charrière,2122741
Privas,318151
Privezac,2690175
Prix-lès-Mézières,2063199
Priziac,2415429
Prizy,915193
Proissans,1608216
Proisy,531408
Proix,1189541
Projan,2118112
Promilhanes,2099583
Prompsat,1078124
Prondines,2473844
Pronleroy,2279325
Pronville,2391784
Propiac,1046903
Propières,715011
Propriano,1580700
Prosnes,1144913
Prouilly,1364650
Proupiary,784350
Proussy,1284556
Prouvais,1959278
Prouville,2500615
Prouvy,2295045
Prouzel,940137
Provenchère,2784638
Provenchère,1122956
Provenchères-lès-Darney,149893
Provenchères-sur-Fave,1836197
Provency,2487446
Proverville,113024
Proveysieux,1697747
Proville,2705393
Provin,1785874
Provins,1589268
Proviseux-et-Plesnoy,2013613
Proyart,233082
Prudemanche,1845083
Prudhomat,746481
Prugnanes,1564762
Prugny,1802075
Pruillé,664373
Pruillé-l'Éguillé,987569
Pruillé-le-Chétif,298757
Pruines,2734589
Prunay,599817
Prunay-Belleville,347598
Prunay-Cassereau,18428
Prunay-en-Yvelines,2699592
Prunay-le-Gillon,1444184
Prunay-le-Temple,1280173
Prunay-sur-Essonne,2663369
Prunelli-di-Casacconi,2047597
Prunelli-di-Fiumorbo,2698108
Prunet,1641393
Prunet,1770072
Prunet,1906021
Prunet-et-Belpuig,365798
Prunières,2320428
Prunières,1143238
Prunières,2512223
Pruniers,564172
Pruniers-en-Sologne,117165
Pruno,463120
Prunoy,1492299
Prusly-sur-Ource,261555
Prusy,2340959
Pruzilly,340024
Puberg,389496
Publier,1952499
Publy,2430732
Puceul,1827625
Puch-d'Agenais,69265
Puchay,473762
Puchevillers,2196129
Puéchabon,670118
Puéchoursi,996029
Puechredon,1748850
Puellemontier,614240
Puessans,1871927
Puget,2567550
Puget-Rostang,2615328
Puget-sur-Argens,1115218
Puget-Théniers,1053688
Puget-Ville,2518099
Pugey,2170408
Pugieu,2297858
Puginier,364362
Pugnac,2310703
Pugny,1624143
Pugny-Chatenod,2748368
Puichéric,2643259
Puihardy,2697514
Puilacher,774483
Puilaurens,2255408
Puilboreau,48614
Puilly-et-Charbeaux,2286015
Puimichel,1834866
Puimisson,289253
Puimoisson,2061935
Puiseaux,458850
Puiselet-le-Marais,2457817
Puisenval,730698
Puiseux,1592749
Puiseux,2288464
Puiseux-en-Bray,1560193
Puiseux-en-France,486028
Puiseux-en-Retz,458534
Puiseux-le-Hauberger,2478638
Puiseux-Pontoise,1826401
Puisieulx,629906
Puisieux,2705373
Puisieux,36528
Puisieux-et-Clanlieu,127572
Puissalicon,2161017
Puisseguin,864321
Puisserguier,242769
Puits,1698300
Puits-et-Nuisement,1383047
Puits-la-Vallée,6230
Puivert,1588271
Pujaudran,892490
Pujaut,1906131
Pujo,767426
Pujo-le-Plan,510891
Pujols,557421
Pujols,811537
Pujols-sur-Ciron,921190
Puligny-Montrachet,1619099
Pullay,2347275
Pulligny,174427
Pulney,1641268
Pulnoy,2666366
Pulvérières,743853
Pulversheim,706168
Punchy,660979
Punerot,93964
Puntous,160790
Pupillin,1007993
Pure,409719
Purgerot,2553896
Pusey,2333722
Pusignan,413852
Pussay,336725
Pussigny,614398
Pusy-et-Épenoux,436570
Putanges-Pont-Écrepin,1551212
Puteaux,820910
Putot-en-Auge,840263
Putot-en-Bessin,774804
Puttelange-aux-Lacs,2757015
Puttelange-lès-Thionville,139892
Puttigny,1624821
Puxe,2287859
Puxieux,2106629
Puy-d'Arnac,2312214
Puy-de-Serre,1902688
Puy-du-Lac,2300600
Puy-Guillaume,942512
Puy-l'Évêque,1699635
Puy-Malsignat,2168229
Puy-Saint-André,283049
Puy-Saint-Eusèbe,1776700
Puy-Saint-Gulmier,512539
Puy-Saint-Martin,1405093
Puy-Saint-Pierre,1630130
Puy-Saint-Vincent,1681753
Puy-Sanières,1814884
Puybarban,74532
Puybegon,1729657
Puybrun,968595
Puycalvel,1995636
Puycasquier,1495602
Puycelci,512497
Puycornet,772368
Puydaniel,2012145
Puydarrieux,2102608
Puygaillard-de-Lomagne,2400444
Puygaillard-de-Quercy,511877
Puygiron,39192
Puygouzon,1907042
Puygros,2024866
Puyjourdes,2107180
Puylagarde,1791754
Puylaroque,34501
Puylaurens,813072
Puylausic,2038064
Puyloubier,1456693
Puymangou,655077
Puymaurin,1283955
Puyméras,1520746
Puymiclan,971460
Puymirol,2302746
Puymoyen,902926
Puynormand,224285
Puyol-Cazalet,765528
Puyoô,1509541
Puyravault,168368
Puyravault,2246295
Puyréaux,628404
Puyrenier,750815
Puyrolland,1111468
Puységur,1132417
Puysségur,2596788
Puysserampion,1818066
Puyvalador,228756
Puyvert,924789
Puzeaux,1721006
Puzieux,1134505
Puzieux,2759476
Py,1033782
Pys,1617107
Quaëdypre,7832
Quaix-en-Chartreuse,2308968
Quantilly,1389020
Quarante,2060535
Quarouble,2132417
Quarré-les-Tombes,1540608
Quasquara,2218331
Quatre-Champs,1055955
Quatremare,1205166
Quatzenheim,1431753
Quéant,1028474
Queaux,2771926
Québriac,1346337
Quédillac,748650
Queige,1301103
Quelaines-Saint-Gault,1647102
Quelmes,345497
Quelneuc,636017
Quéménéven,1912913
Quemigny-Poisot,221845
Quemigny-sur-Seine,2709419
Quemper-Guézennec,2769330
Quemperven,1255170
Quend,2697580
Quenne,1967692
Quenoche,1608319
Quenza,2155272
Quercamps,1425905
Quercitello,2570604
Quérénaing,2024061
Quérigut,379324
Quernes,16817
Querqueville,2307150
Querré,1614627
Querrien,2514583
Querrieu,1828224
Quers,1395578
Quesmy,1146037
Quesnoy-le-Montant,967775
Quesnoy-sur-Airaines,1149596
Quesnoy-sur-Deûle,853050
Quesques,2397991
Quessigny,2491251
Quessoy,2387669
Questembert,2408039
Questrecques,558600
Quet-en-Beaumont,750
Quetigny,2186544
Quettehou,1646627
Quettetot,1448409
Quetteville,2041755
Quettreville-sur-Sienne,1315479
Queudes,1730956
Queuille,295172
Quevauvillers,1130588
Quéven,705007
Quévert,1913721
Quevillon,1672486
Quevilloncourt,2073509
Quévreville-la-Poterie,1228224
Queyrac,1214261
Queyrières,1981807
Queyssac,179623
Queyssac-les-Vignes,1794835
Quézac,357982
Quézac,1066901
Quiberon,647627
Quiberville,1760109
Quibou,670217
Quié,368857
Quiers,286045
Quiers-sur-Bézonde,2623161
Quiéry-la-Motte,1085465
Quierzy,801517
Quiestède,1682980
Quiévelon,723810
Quiévrechain,1914731
Quièvrecourt,1993966
Quiévy,2406452
Quilen,1354987
Quillan,2568262
Quillebeuf-sur-Seine,1136440
Quilly,11034
Quilly,1208064
Quily,977338
Quimper,2001891
Quimperlé,2491343
Quincampoix,2410977
Quincampoix-Fleuzy,1584647
Quinçay,1533252
Quincerot,505321
Quincerot,1201150
Quincey,778004
Quincey,1162207
Quincié-en-Beaujolais,1591884
Quincieu,497310
Quincieux,53661
Quincy,2171954
Quincy-Basse,508275
Quincy-Landzécourt,893400
Quincy-le-Vicomte,1914293
Quincy-sous-le-Mont,639287
Quincy-sous-Sénart,545673
Quincy-Voisins,1492009
Quinéville,506380
Quingey,538528
Quinquempoix,1606309
Quins,1549812
Quinsac,1631286
Quinsac,1639895
Quinson,98000
Quinssaines,1303737
Quint-Fonsegrives,1802759
Quintal,1188179
Quintenas,1372364
Quintenic,236072
Quintigny,1075874
Quintillan,1051987
Quintin,1888804
Quirbajou,340548
Quiry-le-Sec,1178723
Quissac,1066737
Quissac,1652614
Quistinic,356296
Quittebeuf,1661367
Quivières,2312966
Quœux-Haut-Maînil,1220741
Rabastens,731234
Rabastens-de-Bigorre,33897
Rabat-les-Trois-Seigneurs,2650881
Rablay-sur-Layon,529896
Rabodanges,1658236
Rabou,2657052
Rabouillet,1011178
Racécourt,390929
Rachecourt-sur-Marne,2101119
Rachecourt-Suzémont,2611700
Râches,1114641
Racines,2120915
Racquinghem,636451
Racrange,2749160
Raddon-et-Chapendu,2315955
Radenac,57454
Radepont,2696676
Radinghem,633770
Radinghem-en-Weppes,1626573
Radon,1188637
Radonvilliers,1699542
Raedersdorf,1667445
Raedersheim,1984517
Raffetot,1207267
Rageade,282845
Rahart,1140405
Rahay,1534123
Rahling,1871128
Rahon,1380901
Rahon,2151534
Rai,2708104
Raids,2726196
Raillencourt-Sainte-Olle,917249
Railleu,58074
Raillicourt,1437041
Raillimont,840895
Raimbeaucourt,617283
Rainans,2097658
Raincheval,2357679
Raincourt,619523
Rainfreville,830408
Rainneville,282375
Rainsars,183217
Rainville,2092872
Rainvillers,274384
Raismes,2109183
Raissac,1075305
Raissac-d'Aude,376319
Raissac-sur-Lampy,885684
Raival,660593
Raix,544196
Raizeux,980961
Ramasse,1496968
Ramatuelle,1525405
Rambaud,2289025
Rambervillers,323192
Rambluzin-et-Benoite-Vaux,1696368
Rambouillet,445869
Rambucourt,1609868
Ramburelles,2242977
Rambures,1134629
Ramecourt,2344977
Ramecourt,1401159
Ramerupt,1295297
Ramicourt,1143102
Ramillies,2126380
Rammersmatt,1345465
Ramonchamp,428590
Ramonville-Saint-Agne,1381709
Ramoulu,1110561
Ramous,231152
Ramousies,910025
Ramouzens,1387596
Rampan,907161
Rampieux,1176238
Rampillon,1886303
Rampoux,817855
Rancé,2407469
Rancenay,770451
Rancennes,1785778
Rances,1886949
Ranchal,1041907
Ranchot,2265459
Ranchy,2112479
Rancogne,695176
Rancon,104057
Rançonnières,1988556
Rancourt,2127386
Rancourt,2624096
Rancourt-sur-Ornain,2294135
Rancy,2049358
Randan,176392
Randens,2686801
Randevillers,362772
Randonnai,2072586
Rânes,1980902
Rang,544129
Rang-du-Fliers,151434
Rangecourt,663005
Rangen,2664915
Ranguevaux,917563
Rannée,1128274
Ranrupt,1926774
Rans,245738
Ransart,313955
Ranspach,1686666
Ranspach-le-Bas,1063887
Ranspach-le-Haut,2662078
Rantechaux,2321871
Rantigny,2246197
Ranton,2384885
Rantzwiller,2216845
Ranville,2318433
Ranville-Breuillaud,2257948
Ranzevelle,773223
Ranzières,2493767
Raon-aux-Bois,819229
Raon-l'Étape,1769641
Raon-lès-Leau,1032080
Raon-sur-Plaine,637814
Rapaggio,278847
Rapale,2752714
Rapey,787441
Rapilly,1134628
Rapsécourt,1130419
Raray,1717706
Rarécourt,1793654
Rasiguères,1945539
Raslay,1258973
Rasteau,1841945
Ratenelle,361219
Ratières,2078174
Ratte,2328064
Ratzwiller,684016
Raucoules,1413878
Raucourt,257303
Raucourt-au-Bois,2090767
Raucourt-et-Flaba,662776
Raulhac,2021258
Rauret,420393
Rauville-la-Bigot,567344
Rauville-la-Place,1121690
Rauwiller,1010814
Rauzan,2781520
Raveau,1752512
Ravel,1650632
Ravenel,298795
Ravenoville,1905497
Raves,2048381
Ravières,2072337
Ravigny,1385780
Raville,1148643
Raville-sur-Sânon,1953389
Ravilloles,1944067
Ray-sur-Saône,527219
Raye-sur-Authie,1371074
Rayet,843568
Raymond,827577
Raynans,1052511
Rayol-Canadel-sur-Mer,1929186
Rayssac,259345
Razac-d'Eymet,1039847
Razac-de-Saussignac,380603
Razac-sur-l'Isle,2544066
Raze,2275687
Razecueillé,1139338
Razengues,503002
Razès,1285899
Razimet,2294768
Razines,2496322
Réal,1669072
Réalcamp,176834
Réallon,2092697
Réalmont,618856
Réalville,2203869
Réans,2253318
Réau,1227072
Réaumont,2670382
Réaumur,1145235
Réaup-Lisse,1427583
Réauville,2691011
Réaux,1804601
Rebais,2007036
Rebecques,1911719
Rébénacq,2527044
Rebergues,2151870
Rebets,2174059
Rebeuville,1549400
Rebigue,672602
Rebourguil,398067
Reboursin,1463754
Rebréchien,2082936
Rebreuve-Ranchicourt,484969
Rebreuve-sur-Canche,1926321
Rebreuviette,1305988
Recanoz,2783546
Recey-sur-Ource,145520
Réchésy,2233342
Réchicourt-la-Petite,1829920
Réchicourt-le-Château,2365367
Récicourt,611954
Réclainville,860943
Reclesne,211420
Reclinghem,880908
Réclonville,537907
Recloses,2261473
Recologne,1010009
Recologne,1529935
Recologne-lès-Rioz,419400
Recoubeau-Jansac,38186
Recoules-d'Aubrac,852313
Recoules-de-Fumas,1735211
Recoules-Prévinquières,1672591
Récourt,1249576
Récourt-le-Creux,2547235
Recouvrance,2453485
Recques-sur-Course,1809891
Recques-sur-Hem,1422768
Recquignies,1080104
Reculfoz,1758883
Recurt,479601
Recy,1825434
Rédange,981879
Rédené,896684
Redessan,769574
Réding,1811383
Redon,24687
Redortiers,2794260
Réez-Fosse-Martin,2268963
Reffannes,2431796
Reffroy,385555
Reffuveille,1770321
Régades,2363819
Régat,2204145
Regnauville,2589267
Regnévelle,819668
Regnéville-sur-Mer,1347941
Regnéville-sur-Meuse,2512728
Regney,2645580
Régnié-Durette,2329059
Regnière-Écluse,2762966
Regniowez,358344
Regny,2169730
Régny,418946
Réguiny,683961
Réguisheim,2634242
Régusse,2552158
Rehaincourt,2107600
Rehainviller,399516
Rehaupal,2746961
Reherrey,2249212
Réhon,1685302
Reichsfeld,2166218
Reichshoffen,77653
Reichstett,356197
Reignac,1152205
Reignac,546249
Reignac-sur-Indre,1333326
Reignat,1345633
Reigneville-Bocage,1310790
Reignier,1203042
Reigny,2641414
Reilhac,658061
Reilhac,2470875
Reilhaguet,1654996
Reilhanette,35043
Reillanne,1113538
Reillon,900033
Reilly,2175995
Reims,2042191
Reims-la-Brûlée,1966220
Reinhardsmunster,2428249
Reiningue,2030400
Reipertswiller,2568707
Reithouse,36393
Réjaumont,2007887
Réjaumont,542743
Rejet-de-Beaulieu,1058876
Relanges,1770400
Relans,1154394
Relevant,1074611
Rely,1413776
Remaisnil,1105933
Rémalard,63447
Remaucourt,1443691
Remaucourt,2274127
Remaugies,2496223
Remauville,101137
Rembercourt-Sommaisne,1592415
Rembercourt-sur-Mad,2484175
Rémécourt,1018488
Rémelfang,1084490
Rémelfing,1749054
Rémeling,1702201
Remennecourt,522884
Remenoville,1467983
Rémérangles,1826072
Réméréville,2246391
Rémering,1904392
Rémering-lès-Puttelange,2222280
Remicourt,1492257
Remicourt,1152297
Remiencourt,2536602
Remies,1656439
Remigny,949820
Remigny,2471331
Rémilly,729444
Rémilly,1398148
Remilly-Aillicourt,730501
Remilly-en-Montagne,1998913
Remilly-les-Pothées,426605
Remilly-sur-Lozon,1617365
Remilly-sur-Tille,916733
Remilly-Wirquin,857443
Réminiac,592970
Remiremont,2609843
Remoiville,1659242
Remollon,1373138
Remomeix,1112960
Remoncourt,2671153
Remoncourt,2004775
Rémondans-Vaivre,122793
Remoray-Boujeons,399726
Remouillé,1315991
Remoulins,1867622
Removille,2353732
Rempnat,2339416
Remungol,645273
Rémuzat,111402
Remy,299413
Rémy,2093797
Renac,1866318
Renage,2069567
Renaison,884206
Renansart,2515803
Renaucourt,1970298
Renauvoid,1777857
Renay,120493
Renazé,1304739
Rencurel,1414408
René,390309
Renédale,62635
Renescure,1765927
Renève,1207733
Réning,109832
Rennemoulin,118821
Rennepont,1170478
Rennes,2411030
Rennes-en-Grenouilles,588957
Rennes-le-Château,885621
Rennes-les-Bains,2401967
Rennes-sur-Loue,1849784
Renneval,2488317
Renneville,1935285
Renneville,1511347
Renneville,1245235
Renno,1223561
Rentières,1783948
Renty,2490100
Renung,987761
Renwez,383141
Réotier,1916952
Repaix,2532326
Réparsac,2731166
Repel,836480
Repentigny,1212942
Replonges,1869817
Reppe,965466
Requeil,1268871
Réquista,1649090
Résenlieu,423036
Résigny,447863
Resson,2124326
Ressons-l'Abbaye,2253306
Ressons-le-Long,707010
Ressons-sur-Matz,798928
Restigné,846590
Restinclières,1023647
Rétaud,451312
Reterre,2554226
Rethel,1778785
Retheuil,496678
Rethondes,1692533
Rethonvillers,889245
Réthoville,1596718
Retiers,532443
Retjons,916976
Retonfey,1362946
Rétonval,1019008
Retournac,2092457
Retschwiller,1136030
Rettel,1360762
Rety,1677717
Retzwiller,723295
Reugney,1720838
Reugny,2545594
Reugny,2376164
Reuil,154722
Reuil-en-Brie,878244
Reuil-sur-Brêche,694121
Reuilly,231276
Reuilly,163430
Reuilly-Sauvigny,1118778
Reulle-Vergy,933827
Reumont,931133
Reutenbourg,2170077
Reuves,2167102
Reuville,133212
Reux,215451
Réveillon,812537
Réveillon,1169354
Revel,676353
Revel,662878
Revel-Tourdan,1602224
Revelles,2121974
Revens,1648784
Reventin-Vaugris,69263
Revercourt,52720
Revest-des-Brousses,1321679
Revest-du-Bion,880084
Revest-les-Roches,405137
Revest-Saint-Martin,2447945
Reviers,2062130
Revigny,1307335
Revigny-sur-Ornain,2614703
Réville,308578
Réville-aux-Bois,921117
Révillon,818679
Revin,238373
Revonnas,1465603
Rexingen,2164853
Rexpoëde,695999
Reyersviller,2515403
Reygade,1845387
Reynel,2570027
Reynès,1053866
Reyniès,2393363
Reyrevignes,2190971
Reyrieux,1173309
Reyssouze,2337130
Reyvroz,2479156
Rezay,340746
Rezé,717515
Rézentières,2733764
Rezonville,290352
Rezza,1939554
Rhèges,79349
Rhinau,2317473
Rhodes,2634186
Rhodon,328438
Rhuis,2180494
Ri,944059
Ria-Sirach,340224
Riaillé,1131593
Rians,643472
Rians,2601891
Riantec,1815860
Riaucourt,2560447
Riaville,1729273
Ribagnac,335637
Ribarrouy,2128144
Ribaute,1909976
Ribaute-les-Tavernes,1832735
Ribeaucourt,1261415
Ribeaucourt,1026858
Ribeauville,2513583
Ribeauvillé,2591028
Ribécourt-Dreslincourt,2515951
Ribécourt-la-Tour,814495
Ribemont,2016847
Ribemont-sur-Ancre,2611307
Ribennes,1717400
Ribérac,2569642
Ribes,1600245
Ribeyret,2277133
Ribiers,2246143
Ribouisse,1503958
Riboux,929309
Ricarville,1722288
Ricarville-du-Val,2498109
Ricaud,413013
Ricaud,517651
Richardménil,1645858
Richarville,2545428
Riche,1308271
Richebourg,2629606
Richebourg,905997
Richebourg,710145
Richecourt,1273150
Richelieu,1212232
Richeling,2304837
Richemont,1715542
Richemont,2707639
Richerenches,844359
